no_cine_area_geral_agricultura,_silvicultura,_pesca_e_veterinaria;no_cine_area_geral_ciencias_naturais,_matematica_e_estatistica;no_cine_area_geral_ciencias_sociais,_comunicacao_e_informacao;no_cine_area_geral_computacao_e_tecnologias_da_informacao_e_comunicacao_(tic);no_cine_area_geral_educacao;no_cine_area_geral_engenharia,_producao_e_construcao;no_cine_area_geral_negocios,_administracao_e_direito;no_cine_area_geral_servicos;tp_grau_academico_bacharelado;tp_grau_academico_licenciatura;tp_grau_academico_tecnologico;enade_faixa_2;enade_faixa_3;enade_faixa_4;enade_faixa_5;enade_faixa_SC;cpc_faixa_3;cpc_faixa_4;cpc_faixa_5;cpc_faixa_SC;qt_vg_total;qt_vg_remanesc;qt_inscrito_total;qt_insc_vg_remanesc;qt_ing_fem;qt_ing_masc;qt_ing_outra_forma;qt_ing_preta;qt_ing_amarela;qt_ing_cornd;qt_conc;qt_ing_deficiente;qt_ing_reserva_vaga;qt_sit_trancada;qt_sit_desvinculado;qt_ing_procescprivada;qt_conc_procescpublica;qt_apoio_social;qt_conc_apoio_social;qt_ativ_extracurricular;co_curso;no_curso
0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;-1.6186842900363259;-1.515847656477081;-1.7295001438936515;-0.8398518566654409;-1.6823170252736488;-1.75120604185416;-0.6976331523151158;-1.7341164622177505;-0.9442232237987953;-0.8986808964342179;-1.1036457937416622;-0.886914174233739;-1.136561620290405;-1.1077965906501284;-1.9428117029366514;-1.8265336433118424;-0.7467789480468974;-1.1342396711704763;-0.6908909572391251;-0.9879753485630821;14500.0;recife_bacharelado_economia_domestica
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;-0.35665925034698714;-0.12126781251816654;2.052881390939877;1.4960233119912034;-0.16506127493811434;0.12692471565390012;1.8094859888173318;0.5450080309827217;-0.9442232237987953;-0.8986808964342179;1.2385782667942757;1.103234704534651;-0.7959633497147787;0.5660274550767079;0.4147398359353402;0.42549522396424877;-0.7467789480468974;-0.5516401378397353;-0.6908909572391251;-0.30272373362002897;1102627.0;recife_licenciatura_educacao_fisica
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.4846907761125721;1.273312031440748;-0.33949981591591005;-0.2558830645012798;0.20117287169460082;-0.28136457945654775;-0.6976331523151158;-0.2147001334174357;0.29675587033676415;0.025102818336151345;-0.2838673725540839;-0.886914174233739;0.22583146201210003;-0.7358356915997203;1.067600262084507;0.22678679449871128;1.9795568940290769;-0.2927070119149615;-0.6908909572391251;1.0677794962660774;57872.0;recife_bacharelado_engenharia_agricola_e_ambiental
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;-1.1980092768065465;-1.515847656477081;-0.6459755826748912;-0.8398518566654409;0.2534920354992744;-0.8121406631001299;-0.6976331523151158;-0.7844812567175538;-0.9442232237987953;-0.8986808964342179;-1.1036457937416622;-0.886914174233739;-0.7959633497147787;-0.7358356915997203;-0.9997910873878548;-0.03815777812200533;-0.7467789480468974;-0.810573263764509;-0.6908909572391251;0.08884861777600145;1448711.0;recife_bacharelado_engenharia_ambiental
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.4846907761125721;1.273312031440748;-0.3201942558051081;-0.6938596586244006;-0.8452104043988711;0.33106936320912406;-0.6976331523151158;-0.5945542156175144;0.29675587033676415;0.4869946757213359;-0.04964496650049008;-0.886914174233739;0.0555323267242869;-0.3638747925493122;0.7774400726848774;0.09431450818835298;1.9795568940290769;-0.5516401378397353;-0.6908909572391251;0.5783140570210394;14504.0;recife_bacharelado_engenharia_de_pesca
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.4846907761125721;1.273312031440748;-0.3756977411236637;-0.4018752625423201;0.6197261821319896;-0.5263381565228165;0.3052145041378632;-0.024773092317396377;-0.9442232237987953;-0.8986808964342179;-0.16675616952728697;-0.886914174233739;-0.11476680856352621;-0.5498552420745162;0.4147398359353402;0.32614100923148004;-0.7467789480468974;-0.033773885990187796;-0.2706465402738391;1.165672584115085;14503.0;recife_bacharelado_engenharia_florestal
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.4846907761125721;1.273312031440748;-0.63390960760564;-0.2558830645012798;-0.5312954215708295;0.37189829272016883;-0.6976331523151158;-0.40462717451747504;0.29675587033676415;0.9488865331065206;-0.04964496650049008;-0.886914174233739;0.0555323267242869;-0.3638747925493122;0.5235499069602014;0.3592590808090696;0.3437553887834924;-0.48690685635854186;-0.6908909572391251;-0.30272373362002897;14510.0;recife_licenciatura_fisica
0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;-1.6186842900363259;-1.515847656477081;2.052881390939877;-0.8398518566654409;-0.06042294732876716;-0.5671670860338612;-0.6976331523151158;0.16515394878264297;-0.9442232237987953;0.025102818336151345;-0.7523121846612715;2.098309143918846;-0.6256642144269655;1.12396880365232;-1.108601158412716;0.028078365033173822;-0.7467789480468974;-0.6163734193209287;-0.6908909572391251;-0.5964029971670517;92075.0;recife_bacharelado_gastronomia
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;-0.35665925034698714;-0.12126781251816654;0.49063926884857445;1.4960233119912034;0.20117287169460082;0.16775364516494493;1.3080621605908422;2.254351400883076;0.29675587033676415;-0.8986808964342179;-0.04964496650049008;0.10816026515045601;-1.136561620290405;0.38004700555150395;0.3059297649104791;0.7897940113177341;-0.7467789480468974;-0.5516401378397353;-0.6908909572391251;0.8719933205680622;14514.0;recife_licenciatura_historia
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;-0.35665925034698714;-0.12126781251816654;-0.14403101979404015;2.353727475482315;1.090598656374052;-0.28136457945654775;-0.6976331523151158;1.4946432364829183;-0.9442232237987953;0.4869946757213359;-0.04964496650049008;1.103234704534651;-1.136561620290405;0.008086106501095864;-0.20185056653887298;0.7566759397401445;1.9795568940290769;0.09569267697219908;-0.2706465402738391;0.5783140570210394;118382.0;recife_licenciatura_letras_-_portugues_e_espanhol
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.746715815801911;1.273312031440748;0.26379893754665135;0.6200701237449618;0.7243645097413368;1.6784240370736019;0.3052145041378632;0.9248621131828003;1.5377349644723235;-0.43678903904903327;1.4728006728478695;0.10816026515045601;-0.11476680856352621;1.8678906017531363;1.466570522508998;1.8826903733781901;1.9795568940290769;-0.22797373043376812;-0.6908909572391251;0.18674170562500905;14505.0;recife_licenciatura_matematica
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.4846907761125721;-0.12126781251816654;2.052881390939877;2.353727475482315;2.7124927343189333;-0.19970672043445814;1.8094859888173318;1.6845702775829576;2.1582245115401033;0.4869946757213359;2.5268015000890416;0.10816026515045601;-0.6256642144269655;0.5660274550767079;-0.6370908506383176;1.6177458007574734;1.9795568940290769;0.030959395491005636;-0.2706465402738391;2.4505193621333095;14507.0;recife_bacharelado_medicina_veterinaria
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;-0.35665925034698714;-0.12126781251816654;1.4462644943332716;1.6420155100322438;1.9277052772488295;-1.0979431696774433;-0.6976331523151158;0.5450080309827217;0.29675587033676415;0.9488865331065206;-0.9865345907148653;1.103234704534651;-0.6256642144269655;-0.17789434302410817;-0.8909810163629936;0.6573217250073757;-0.7467789480468974;-0.8753065452457025;-0.6908909572391251;-0.792189172865067;91975.0;recife_licenciatura_pedagogia
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.746715815801911;1.273312031440748;0.17692391704804253;0.03610133158080074;1.4045136392020936;0.4943850812533032;-0.6976331523151158;0.5450080309827217;-0.9442232237987953;-0.43678903904903327;0.887244657713885;-0.886914174233739;0.22583146201210003;-0.5498552420745162;2.0831609249832113;1.419037371291936;1.9795568940290769;0.1604259584533925;-0.6908909572391251;2.0467103747561533;14511.0;recife_licenciatura_quimica
0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;-0.35665925034698714;-0.12126781251816654;0.8574449109538118;1.6420155100322438;-0.8452104043988711;1.1884768829410646;1.3080621605908422;0.734935072082761;1.5377349644723235;-0.43678903904903327;0.41879984560669753;0.10816026515045601;-0.6256642144269655;0.752007904601912;1.1764103331093683;0.8229120828953237;-0.7467789480468974;-0.7458399822833156;-0.6908909572391251;-0.6942960850160593;118420.0;recife_bacharelado_sistema_de_informacao
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.4846907761125721;1.273312031440748;0.4158302234192168;-0.4018752625423201;0.8813220011553576;-0.5671670860338612;1.3080621605908422;0.5450080309827217;0.29675587033676415;-0.8986808964342179;-0.04964496650049008;1.103234704534651;1.0773271384511656;0.008086106501095864;0.01576957551084932;0.19366872292112172;0.8890225571986873;0.6135589288217466;-0.6908909572391251;1.3614587598131003;14508.0;recife_bacharelado_zootecnia
0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;-0.35665925034698714;-0.12126781251816654;0.42789619848846805;-0.10989086646023953;-0.008103783524093562;-0.607996015544906;1.8094859888173318;-0.9744082978175931;0.29675587033676415;-0.8986808964342179;0.41879984560669753;-0.886914174233739;-0.7959633497147787;-0.7358356915997203;0.48727988328524763;0.028078365033173822;1.9795568940290769;0.5488256473405532;1.830575544552591;-0.8900822607140745;118472.0;serra_talhada_bacharelado_administracao
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.4846907761125721;1.273312031440748;-0.4432672015114706;-0.6938596586244006;-0.740572076789524;-0.5263381565228165;-0.6976331523151158;-0.40462717451747504;1.5377349644723235;-0.8986808964342179;0.5359110486334944;0.10816026515045601;-0.7959633497147787;-0.7358356915997203;0.5598199306351551;-0.3693384938979011;0.8890225571986873;2.74975721770113;2.1982894093972165;1.459351847662108;101452.0;serra_talhada_bacharelado_agronomia
0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.4846907761125721;1.273312031440748;-0.6652811427856932;-0.8398518566654409;0.9859603287647047;-1.3837456762547569;-0.6976331523151158;-0.9744082978175931;-0.9442232237987953;0.025102818336151345;0.7701334546870882;-0.886914174233739;-0.7959633497147787;-1.1077965906501284;-0.020500448164104398;0.09431450818835298;-0.2015117796317025;1.3256250251148742;1.830575544552591;-0.30272373362002897;101834.0;serra_talhada_bacharelado_ciencias_biologicas
0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;-0.35665925034698714;-0.12126781251816654;-0.6869998979103454;-0.6938596586244006;0.6197261821319896;-0.6896538745669956;-0.6976331523151158;-0.5945542156175144;-0.9442232237987953;-0.8986808964342179;-0.04964496650049008;-0.886914174233739;0.22583146201210003;-1.1077965906501284;0.8137100963598312;0.16055065134353214;-0.2015117796317025;0.28989252141577937;0.990086710622019;-0.792189172865067;101836.0;serra_talhada_bacharelado_ciencias_economicas
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.4846907761125721;1.273312031440748;-0.9572777394615729;-0.8398518566654409;-1.26376371483626;-1.179601028699533;-0.6976331523151158;-0.9744082978175931;-0.9442232237987953;-0.43678903904903327;-0.16675616952728697;-0.886914174233739;-0.4553650791391524;-1.1077965906501284;0.70490002533497;-1.23040835491523;-0.2015117796317025;0.9372253362277138;0.5698422936567329;-0.20483064577102134;101832.0;serra_talhada_bacharelado_engenharia_de_pesca
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-0.35665925034698714;-0.12126781251816654;-0.3829373261652145;-0.4018752625423201;0.6720453459366632;-1.0571142401663987;-0.6976331523151158;-0.2147001334174357;-0.9442232237987953;-0.8986808964342179;2.292579094035448;1.103234704534651;-0.7959633497147787;-0.9218161411249243;0.01576957551084932;0.0611964366107634;-0.7467789480468974;0.8077587732653269;2.1982894093972165;-0.10693755792201375;118478.0;serra_talhada_licenciatura_letras_-_portugues_e_ingles
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;-0.35665925034698714;-0.12126781251816654;-1.0320867848909305;-0.8398518566654409;-0.11274211113344075;-0.607996015544906;-0.6976331523151158;-0.5945542156175144;1.5377349644723235;-0.8986808964342179;0.41879984560669753;-0.886914174233739;-0.6256642144269655;-0.3638747925493122;0.8499801200347848;-0.07127584969959491;-0.7467789480468974;0.9372253362277138;1.830575544552591;-0.009044470073006145;101800.0;serra_talhada_licenciatura_quimica
0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;-0.35665925034698714;-0.12126781251816654;-0.8124860386305581;-0.4018752625423201;-1.002167895812892;0.33106936320912406;-0.6976331523151158;-1.1643353389176323;0.29675587033676415;0.025102818336151345;-0.6352009816344746;0.10816026515045601;-0.7959633497147787;-1.1077965906501284;0.26965974123552533;-0.005039706544415754;-0.7467789480468974;-0.22797373043376812;-0.2706465402738391;-0.792189172865067;101830.0;serra_talhada_bacharelado_sistema_de_informacao
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.4846907761125721;1.273312031440748;-0.6001248774117366;-0.6938596586244006;-0.740572076789524;-0.7713117335890851;-0.6976331523151158;-0.7844812567175538;-0.9442232237987953;-0.8986808964342179;0.7701334546870882;1.103234704534651;-0.9662624850025918;0.008086106501095864;0.8137100963598312;-0.4686927086306698;-0.7467789480468974;1.9729578399268086;2.1982894093972165;0.18674170562500905;118474.0;serra_talhada_bacharelado_zootecnia
